"","date","Subject","Phase","Feeder_Interval","Time","Location","Body_Position","Activity","Interaction","period","rel_time","action_cat"
"1",2023-05-24,"Citrine","Intervention_Weekday",180,09:30:42,"5","Rearing","Locomotion",NA,0,0,"Active"
"2",2023-05-24,"Citrine","Intervention_Weekday",180,09:30:57,"5","Standing","Pause",NA,15,15,"Inactive"
"3",2023-05-24,"Citrine","Intervention_Weekday",180,09:31:12,"Shelf","Sitting","Resting",NA,30,30,"Inactive"
"4",2023-05-24,"Citrine","Intervention_Weekday",180,09:31:27,"Shelf","Sitting","Resting",NA,45,45,"Inactive"
"5",2023-05-24,"Citrine","Intervention_Weekday",180,09:31:42,"Shelf","Sitting","Resting",NA,0,60,"Inactive"
"6",2023-05-24,"Citrine","Intervention_Weekday",180,09:31:57,"Shelf","Sitting","Resting",NA,15,75,"Inactive"
"7",2023-05-24,"Citrine","Intervention_Weekday",180,09:32:12,"Shelf","Sitting","Resting",NA,30,90,"Inactive"
"8",2023-05-24,"Citrine","Intervention_Weekday",180,09:32:27,"Shelf","Sitting","Resting",NA,45,105,"Inactive"
"9",2023-05-24,"Citrine","Intervention_Weekday",180,09:32:42,"Shelf","Sitting","Resting",NA,0,120,"Inactive"
"10",2023-05-24,"Citrine","Intervention_Weekday",180,09:32:57,"Shelf","Sitting","Resting",NA,15,135,"Inactive"
"11",2023-05-24,"Citrine","Intervention_Weekday",180,09:33:12,"Feeder","Sitting","Pause",NA,30,150,"Inactive"
"12",2023-05-24,"Citrine","Intervention_Weekday",180,09:33:27,"Feeder","Sitting","Pause",NA,45,165,"Inactive"
"13",2023-05-24,"Citrine","Intervention_Weekday",180,09:33:42,"4","Standing","Locomotion",NA,0,180,"Active"
"14",2023-05-24,"Citrine","Intervention_Weekday",180,09:33:57,"Shelf","Standing","Locomotion",NA,15,0,"Active"
"15",2023-05-24,"Citrine","Intervention_Weekday",180,09:34:12,"4","Standing","Locomotion",NA,30,15,"Active"
"16",2023-05-24,"Citrine","Intervention_Weekday",180,09:34:27,"Feeder","Standing","Pause",NA,45,30,"Inactive"
"17",2023-05-24,"Citrine","Intervention_Weekday",180,09:34:42,"Feeder","Standing","Pause",NA,0,45,"Inactive"
"18",2023-05-24,"Citrine","Intervention_Weekday",180,09:34:57,"Fence","Standing","Pause",NA,15,60,"Inactive"
"19",2023-05-24,"Citrine","Intervention_Weekday",180,09:35:12,"3","Standing","Locomotion",NA,30,75,"Active"
"20",2023-05-24,"Citrine","Intervention_Weekday",180,09:35:27,"Shelf","Standing","Pause",NA,45,90,"Inactive"
"21",2023-05-24,"Citrine","Intervention_Weekday",180,09:35:42,"3","Standing","Locomotion",NA,0,105,"Active"
"22",2023-05-24,"Citrine","Intervention_Weekday",180,09:35:57,"5","Rearing","Pause",NA,15,120,"Inactive"
"23",2023-05-24,"Citrine","Intervention_Weekday",180,09:36:12,"6","Standing","Manipulating Object","Feeder",30,135,"Active"
"24",2023-05-24,"Citrine","Intervention_Weekday",180,09:36:27,"4","Standing","Locomotion",NA,45,150,"Active"
"25",2023-05-24,"Citrine","Intervention_Weekday",180,09:36:42,"5","Rearing","Pause",NA,0,165,"Inactive"
"26",2023-05-24,"Citrine","Intervention_Weekday",180,09:36:57,"5","Rearing","Pause",NA,15,180,"Inactive"
"27",2023-05-24,"Citrine","Intervention_Weekday",180,09:37:12,"Shelf","Standing","Pause",NA,30,0,"Inactive"
"28",2023-05-24,"Citrine","Intervention_Weekday",180,09:37:27,"Shelf","Standing","Pause",NA,45,15,"Inactive"
"29",2023-05-24,"Citrine","Intervention_Weekday",180,09:37:42,"Shelf","Standing","Pause",NA,0,30,"Inactive"
"30",2023-05-24,"Citrine","Intervention_Weekday",180,09:37:57,"Shelf","Standing","Pause",NA,15,45,"Inactive"
"31",2023-05-24,"Citrine","Intervention_Weekday",180,09:38:12,"Fence","Standing","Pause",NA,30,60,"Inactive"
"32",2023-05-24,"Citrine","Intervention_Weekday",180,09:38:27,"Fence","Standing","Pause",NA,45,75,"Inactive"
"33",2023-05-24,"Citrine","Intervention_Weekday",180,09:38:42,"5","Rearing","Pause",NA,0,90,"Inactive"
"34",2023-05-24,"Citrine","Intervention_Weekday",180,09:38:57,"5","Rearing","Locomotion",NA,15,105,"Active"
"35",2023-05-24,"Citrine","Intervention_Weekday",180,09:39:12,"5","Rearing","Pause",NA,30,120,"Inactive"
"36",2023-05-24,"Citrine","Intervention_Weekday",180,09:39:27,"5","Rearing","Pause",NA,45,135,"Inactive"
"37",2023-05-24,"Citrine","Intervention_Weekday",180,09:39:42,"6","Rearing","Pause",NA,0,150,"Inactive"
"38",2023-05-24,"Citrine","Intervention_Weekday",180,09:39:57,"3","Standing","Locomotion",NA,15,165,"Active"
"39",2023-05-24,"Citrine","Intervention_Weekday",180,09:40:12,"Shelf","Sitting","Resting",NA,30,180,"Inactive"
"40",2023-05-24,"Citrine","Intervention_Weekday",180,09:40:27,"Shelf","Sitting","Resting",NA,45,0,"Inactive"
"41",2023-05-24,"Citrine","Intervention_Weekday",180,09:40:42,"Shelf","Standing","Resting",NA,0,15,"Inactive"
"42",2023-05-24,"Citrine","Intervention_Weekday",180,09:40:57,"Shelf","Sitting","Resting",NA,15,30,"Inactive"
"43",2023-05-24,"Citrine","Intervention_Weekday",180,09:41:12,"Shelf","Sitting","Resting",NA,30,45,"Inactive"
"44",2023-05-24,"Citrine","Intervention_Weekday",180,09:41:27,"Feeder","Standing","Pause",NA,45,60,"Inactive"
"45",2023-05-24,"Citrine","Intervention_Weekday",180,09:41:42,"Feeder","Sitting","Resting",NA,0,75,"Inactive"
"46",2023-05-24,"Citrine","Intervention_Weekday",180,09:41:57,"Feeder","Sitting","Resting",NA,15,90,"Inactive"
"47",2023-05-24,"Citrine","Intervention_Weekday",180,09:42:12,"Feeder","Sitting","Resting",NA,30,105,"Inactive"
"48",2023-05-24,"Citrine","Intervention_Weekday",180,09:42:27,"Feeder","Sitting","Resting",NA,45,120,"Inactive"
"49",2023-05-24,"Citrine","Intervention_Weekday",180,09:42:42,"5","Standing","Eating",NA,0,135,"Active"
"50",2023-05-24,"Citrine","Intervention_Weekday",180,09:42:57,"4","Standing","Drinking",NA,15,150,"Active"
"51",2023-05-24,"Citrine","Intervention_Weekday",180,09:43:12,"4","Standing","Drinking",NA,30,165,"Active"
"52",2023-05-24,"Citrine","Intervention_Weekday",180,09:43:27,"4","Standing","Drinking",NA,45,180,"Active"
"53",2023-05-24,"Citrine","Intervention_Weekday",180,09:43:42,"4","Standing","Drinking",NA,0,0,"Active"
"54",2023-05-24,"Citrine","Intervention_Weekday",180,09:43:57,"4","Standing","Pause",NA,15,15,"Inactive"
"55",2023-05-24,"Citrine","Intervention_Weekday",180,09:44:12,"5","Rearing","Pause",NA,30,30,"Inactive"
"56",2023-05-24,"Citrine","Intervention_Weekday",180,09:44:27,"4","Standing","Locomotion",NA,45,45,"Active"
"57",2023-05-24,"Citrine","Intervention_Weekday",180,09:44:42,"Feeder","Sitting","Resting",NA,0,60,"Inactive"
"58",2023-05-24,"Citrine","Intervention_Weekday",180,09:44:57,"Feeder","Sitting","Resting",NA,15,75,"Inactive"
"59",2023-05-24,"Citrine","Intervention_Weekday",180,09:45:12,"Feeder","Sitting","Resting",NA,30,90,"Inactive"
"60",2023-05-24,"Citrine","Intervention_Weekday",180,09:45:27,"Feeder","Sitting","Resting",NA,45,105,"Inactive"
"61",2023-05-25,"Citrine","Intervention_Weekday",180,10:25:40,"3","Standing","Drinking",NA,0,0,"Active"
"62",2023-05-25,"Citrine","Intervention_Weekday",180,10:25:55,"3","Standing","Drinking",NA,15,15,"Active"
"63",2023-05-25,"Citrine","Intervention_Weekday",180,10:26:10,"3","Standing","Drinking",NA,30,30,"Active"
"64",2023-05-25,"Citrine","Intervention_Weekday",180,10:26:25,"3","Standing","Drinking",NA,45,45,"Active"
"65",2023-05-25,"Citrine","Intervention_Weekday",180,10:26:40,"3","Standing","Drinking",NA,0,60,"Active"
"66",2023-05-25,"Citrine","Intervention_Weekday",180,10:26:55,"Feeder","Standing","Pause",NA,15,75,"Inactive"
"67",2023-05-25,"Citrine","Intervention_Weekday",180,10:27:10,"Feeder","Sitting","Resting",NA,30,90,"Inactive"
"68",2023-05-25,"Citrine","Intervention_Weekday",180,10:27:25,"Feeder","Sitting","Resting",NA,45,105,"Inactive"
"69",2023-05-25,"Citrine","Intervention_Weekday",180,10:27:40,"Feeder","Sitting","Resting",NA,0,120,"Inactive"
"70",2023-05-25,"Citrine","Intervention_Weekday",180,10:27:55,"Feeder","Sitting","Resting",NA,15,135,"Inactive"
"71",2023-05-25,"Citrine","Intervention_Weekday",180,10:28:10,"Feeder","Sitting","Resting",NA,30,150,"Inactive"
"72",2023-05-25,"Citrine","Intervention_Weekday",180,10:28:25,"Fence","Standing","Locomotion",NA,45,165,"Active"
"73",2023-05-25,"Citrine","Intervention_Weekday",180,10:28:40,"4","Standing","Locomotion",NA,0,180,"Active"
"74",2023-05-25,"Citrine","Intervention_Weekday",180,10:28:55,"3","Standing","Locomotion",NA,15,0,"Active"
"75",2023-05-25,"Citrine","Intervention_Weekday",180,10:29:10,"Shelf","Standing","Locomotion",NA,30,15,"Active"
"76",2023-05-25,"Citrine","Intervention_Weekday",180,10:29:25,"Shelf","Standing","Pause",NA,45,30,"Inactive"
"77",2023-05-25,"Citrine","Intervention_Weekday",180,10:29:40,"Fence","Standing","Pause",NA,0,45,"Inactive"
"78",2023-05-25,"Citrine","Intervention_Weekday",180,10:29:55,"Feeder","Sitting","Resting",NA,15,60,"Inactive"
"79",2023-05-25,"Citrine","Intervention_Weekday",180,10:30:10,"Feeder","Sitting","Resting",NA,30,75,"Inactive"
"80",2023-05-25,"Citrine","Intervention_Weekday",180,10:30:25,"Feeder","Sitting","Resting",NA,45,90,"Inactive"
"81",2023-05-25,"Citrine","Intervention_Weekday",180,10:30:40,"Feeder","Sitting","Resting",NA,0,105,"Inactive"
"82",2023-05-25,"Citrine","Intervention_Weekday",180,10:30:55,"Feeder","Sitting","Resting",NA,15,120,"Inactive"
"83",2023-05-25,"Citrine","Intervention_Weekday",180,10:31:10,"Feeder","Sitting","Resting",NA,30,135,"Inactive"
"84",2023-05-25,"Citrine","Intervention_Weekday",180,10:31:25,"Feeder","Sitting","Resting",NA,45,150,"Inactive"
"85",2023-05-25,"Citrine","Intervention_Weekday",180,10:31:40,"5","Sitting","Eating",NA,0,165,"Active"
"86",2023-05-25,"Citrine","Intervention_Weekday",180,10:31:55,"3","Standing","Drinking",NA,15,180,"Active"
"87",2023-05-25,"Citrine","Intervention_Weekday",180,10:32:10,"3","Standing","Drinking",NA,30,0,"Active"
"88",2023-05-25,"Citrine","Intervention_Weekday",180,10:32:25,"3","Sitting","Drinking",NA,45,15,"Active"
"89",2023-05-25,"Citrine","Intervention_Weekday",180,10:32:40,"3","Sitting","Drinking",NA,0,30,"Active"
"90",2023-05-25,"Citrine","Intervention_Weekday",180,10:32:55,"3","Sitting","Drinking",NA,15,45,"Active"
"91",2023-05-25,"Citrine","Intervention_Weekday",180,10:33:10,"Feeder","Standing","Pause",NA,30,60,"Inactive"
"92",2023-05-25,"Citrine","Intervention_Weekday",180,10:33:25,"Feeder","Sitting","Pause",NA,45,75,"Inactive"
"93",2023-05-25,"Citrine","Intervention_Weekday",180,10:33:40,"3","Standing","Locomotion",NA,0,90,"Active"
"94",2023-05-25,"Citrine","Intervention_Weekday",180,10:33:55,"Shelf","Sitting","Resting",NA,15,105,"Inactive"
"95",2023-05-25,"Citrine","Intervention_Weekday",180,10:34:10,"Shelf","Sitting","Resting",NA,30,120,"Inactive"
"96",2023-05-25,"Citrine","Intervention_Weekday",180,10:34:25,"Shelf","Sitting","Resting",NA,45,135,"Inactive"
"97",2023-05-25,"Citrine","Intervention_Weekday",180,10:34:40,"5","Rearing","Pause",NA,0,150,"Inactive"
"98",2023-05-25,"Citrine","Intervention_Weekday",180,10:34:55,"3","Standing","Locomotion",NA,15,165,"Active"
"99",2023-05-25,"Citrine","Intervention_Weekday",180,10:35:10,"Shelf","Sitting","Resting",NA,30,180,"Inactive"
"100",2023-05-25,"Citrine","Intervention_Weekday",180,10:35:25,"Shelf","Sitting","Resting",NA,45,0,"Inactive"
"101",2023-05-25,"Citrine","Intervention_Weekday",180,10:35:40,"Shelf","Sitting","Resting",NA,0,15,"Inactive"
"102",2023-05-25,"Citrine","Intervention_Weekday",180,10:35:55,"Shelf","Sitting","Resting",NA,15,30,"Inactive"
"103",2023-05-25,"Citrine","Intervention_Weekday",180,10:36:10,"Shelf","Sitting","Resting",NA,30,45,"Inactive"
"104",2023-05-25,"Citrine","Intervention_Weekday",180,10:36:25,"Shelf","Sitting","Resting",NA,45,60,"Inactive"
"105",2023-05-25,"Citrine","Intervention_Weekday",180,10:36:40,"Shelf","Sitting","Resting",NA,0,75,"Inactive"
"106",2023-05-25,"Citrine","Intervention_Weekday",180,10:36:55,"Shelf","Sitting","Resting",NA,15,90,"Inactive"
"107",2023-05-25,"Citrine","Intervention_Weekday",180,10:37:10,"5","Rearing","Pause",NA,30,105,"Inactive"
"108",2023-05-25,"Citrine","Intervention_Weekday",180,10:37:25,"Fence","Standing","Locomotion",NA,45,120,"Active"
"109",2023-05-25,"Citrine","Intervention_Weekday",180,10:37:40,"5","Standing","Eating",NA,0,135,"Active"
"110",2023-05-25,"Citrine","Intervention_Weekday",180,10:37:55,"5","Standing","Locomotion",NA,15,150,"Active"
"111",2023-05-25,"Citrine","Intervention_Weekday",180,10:38:10,"Shelf","Standing","Locomotion",NA,30,165,"Active"
"112",2023-05-25,"Citrine","Intervention_Weekday",180,10:38:25,"Shelf","Standing","Pause",NA,45,180,"Inactive"
"113",2023-05-25,"Citrine","Intervention_Weekday",180,10:38:40,"Shelf","Out of View","Resting",NA,0,0,"Inactive"
"114",2023-05-25,"Citrine","Intervention_Weekday",180,10:38:55,"Shelf","Out of View","Resting",NA,15,15,"Inactive"
"115",2023-05-25,"Citrine","Intervention_Weekday",180,10:39:10,"Shelf","Out of View","Resting",NA,30,30,"Inactive"
"116",2023-05-25,"Citrine","Intervention_Weekday",180,10:39:25,"Shelf","Out of View","Resting",NA,45,45,"Inactive"
"117",2023-05-25,"Citrine","Intervention_Weekday",180,10:39:40,"Shelf","Out of View","Resting",NA,0,60,"Inactive"
"118",2023-05-25,"Citrine","Intervention_Weekday",180,10:39:55,"Shelf","Out of View","Resting",NA,15,75,"Inactive"
"119",2023-05-25,"Citrine","Intervention_Weekday",180,10:40:10,"Shelf","Out of View","Resting",NA,30,90,"Inactive"
"120",2023-05-25,"Citrine","Intervention_Weekday",180,10:40:25,"Shelf","Out of View","Resting",NA,45,105,"Inactive"
"121",2023-05-11,"Citrine","Intervention_Weekday",120,11:09:51,"5","Rearing","Pause",NA,0,0,"Inactive"
"122",2023-05-11,"Citrine","Intervention_Weekday",120,11:10:06,"5","Standing","Locomotion",NA,15,15,"Active"
"123",2023-05-11,"Citrine","Intervention_Weekday",120,11:10:21,"Shelf","Sitting","Resting",NA,30,30,"Inactive"
"124",2023-05-11,"Citrine","Intervention_Weekday",120,11:10:36,"Shelf","Sitting","Resting",NA,45,45,"Inactive"
"125",2023-05-11,"Citrine","Intervention_Weekday",120,11:10:51,"Shelf","Sitting","Resting",NA,0,60,"Inactive"
"126",2023-05-11,"Citrine","Intervention_Weekday",120,11:11:06,"Shelf","Sitting","Resting",NA,15,75,"Inactive"
"127",2023-05-11,"Citrine","Intervention_Weekday",120,11:11:21,"Shelf","Sitting","Resting",NA,30,90,"Inactive"
"128",2023-05-11,"Citrine","Intervention_Weekday",120,11:11:36,"Shelf","Sitting","Resting",NA,45,105,"Inactive"
"129",2023-05-11,"Citrine","Intervention_Weekday",120,11:11:51,"3","Standing","Locomotion",NA,0,120,"Active"
"130",2023-05-11,"Citrine","Intervention_Weekday",120,11:12:06,"Feeder","Standing","Pause",NA,15,0,"Inactive"
"131",2023-05-11,"Citrine","Intervention_Weekday",120,11:12:21,"Shelf","Standing","Pause",NA,30,15,"Inactive"
"132",2023-05-11,"Citrine","Intervention_Weekday",120,11:12:36,"Shelf","Standing","Pause",NA,45,30,"Inactive"
"133",2023-05-11,"Citrine","Intervention_Weekday",120,11:12:51,"Shelf","Sitting","Resting",NA,0,45,"Inactive"
"134",2023-05-11,"Citrine","Intervention_Weekday",120,11:13:06,"Shelf","Sitting","Resting",NA,15,60,"Inactive"
"135",2023-05-11,"Citrine","Intervention_Weekday",120,11:13:21,"Shelf","Sitting","Resting",NA,30,75,"Inactive"
"136",2023-05-11,"Citrine","Intervention_Weekday",120,11:13:36,"Shelf","Sitting","Resting",NA,45,90,"Inactive"
"137",2023-05-11,"Citrine","Intervention_Weekday",120,11:13:51,"Shelf","Standing","Locomotion",NA,0,105,"Active"
"138",2023-05-11,"Citrine","Intervention_Weekday",120,11:14:06,"Shelf","Standing","Pause",NA,15,120,"Inactive"
"139",2023-05-11,"Citrine","Intervention_Weekday",120,11:14:21,"Shelf","Standing","Pause",NA,30,0,"Inactive"
"140",2023-05-11,"Citrine","Intervention_Weekday",120,11:14:36,"5","Rearing","Locomotion",NA,45,15,"Active"
"141",2023-05-11,"Citrine","Intervention_Weekday",120,11:14:51,"Fence","Standing","Pause",NA,0,30,"Inactive"
"142",2023-05-11,"Citrine","Intervention_Weekday",120,11:15:06,"Shelf","Standing","Locomotion",NA,15,45,"Active"
"143",2023-05-11,"Citrine","Intervention_Weekday",120,11:15:21,"Shelf","Standing","Pause",NA,30,60,"Inactive"
"144",2023-05-11,"Citrine","Intervention_Weekday",120,11:15:36,"Shelf","Standing","Pause",NA,45,75,"Inactive"
"145",2023-05-11,"Citrine","Intervention_Weekday",120,11:15:51,"6","Standing","Eating",NA,0,90,"Active"
"146",2023-05-11,"Citrine","Intervention_Weekday",120,11:16:06,"5","Sitting","Pause",NA,15,105,"Inactive"
"147",2023-05-11,"Citrine","Intervention_Weekday",120,11:16:21,"6","Standing","Locomotion",NA,30,120,"Active"
"148",2023-05-11,"Citrine","Intervention_Weekday",120,11:16:36,"2","Standing","Locomotion",NA,45,0,"Active"
"149",2023-05-11,"Citrine","Intervention_Weekday",120,11:16:51,"Shelf","Standing","Pause",NA,0,15,"Inactive"
"150",2023-05-11,"Citrine","Intervention_Weekday",120,11:17:06,"Shelf","Sitting","Pause",NA,15,30,"Inactive"
"151",2023-05-11,"Citrine","Intervention_Weekday",120,11:17:21,"Shelf","Sitting","Resting",NA,30,45,"Inactive"
"152",2023-05-11,"Citrine","Intervention_Weekday",120,11:17:36,"Shelf","Sitting","Pause",NA,45,60,"Inactive"
"153",2023-05-11,"Citrine","Intervention_Weekday",120,11:17:51,"5","Standing","Eating",NA,0,75,"Active"
"154",2023-05-11,"Citrine","Intervention_Weekday",120,11:18:06,"5","Standing","Locomotion",NA,15,90,"Active"
"155",2023-05-11,"Citrine","Intervention_Weekday",120,11:18:21,"1","Standing","Locomotion",NA,30,105,"Active"
"156",2023-05-11,"Citrine","Intervention_Weekday",120,11:18:36,"Feeder","Sitting","Pause",NA,45,120,"Inactive"
"157",2023-05-11,"Citrine","Intervention_Weekday",120,11:18:51,"Shelf","Standing","Pause",NA,0,0,"Inactive"
"158",2023-05-11,"Citrine","Intervention_Weekday",120,11:19:06,"Shelf","Sitting","Out of View",NA,15,15,"OutofView"
"159",2023-05-11,"Citrine","Intervention_Weekday",120,11:19:21,"5","Rearing","Pause",NA,30,30,"Inactive"
"160",2023-05-11,"Citrine","Intervention_Weekday",120,11:19:36,"Feeder","Standing","Pause",NA,45,45,"Inactive"
"161",2023-05-11,"Citrine","Intervention_Weekday",120,11:19:51,"5","Standing","Eating",NA,0,60,"Active"
"162",2023-05-11,"Citrine","Intervention_Weekday",120,11:20:06,"5","Standing","Manipulating Object","Feeder",15,75,"Active"
"163",2023-05-11,"Citrine","Intervention_Weekday",120,11:20:21,"Feeder","Standing","Pause",NA,30,90,"Inactive"
"164",2023-05-11,"Citrine","Intervention_Weekday",120,11:20:36,"3","Standing","Locomotion",NA,45,105,"Active"
"165",2023-05-11,"Citrine","Intervention_Weekday",120,11:20:51,"3","Standing","Locomotion",NA,0,120,"Active"
"166",2023-05-11,"Citrine","Intervention_Weekday",120,11:21:06,"5","Rearing","Pause",NA,15,0,"Inactive"
"167",2023-05-11,"Citrine","Intervention_Weekday",120,11:21:21,"Feeder","Standing","Pause",NA,30,15,"Inactive"
"168",2023-05-11,"Citrine","Intervention_Weekday",120,11:21:36,"Fence","Standing","Pause",NA,45,30,"Inactive"
"169",2023-05-11,"Citrine","Intervention_Weekday",120,11:21:51,"5","Standing","Eating",NA,0,45,"Active"
"170",2023-05-11,"Citrine","Intervention_Weekday",120,11:22:06,"5","Rearing","Pause",NA,15,60,"Inactive"
"171",2023-05-11,"Citrine","Intervention_Weekday",120,11:22:21,"Feeder","Standing","Pause",NA,30,75,"Inactive"
"172",2023-05-11,"Citrine","Intervention_Weekday",120,11:22:36,"Feeder","Standing","Pause",NA,45,90,"Inactive"
"173",2023-05-11,"Citrine","Intervention_Weekday",120,11:22:51,"Feeder","Standing","Pause",NA,0,105,"Inactive"
"174",2023-05-11,"Citrine","Intervention_Weekday",120,11:23:06,"Feeder","Standing","Pause",NA,15,120,"Inactive"
"175",2023-05-11,"Citrine","Intervention_Weekday",120,11:23:21,"1","Standing","Locomotion",NA,30,0,"Active"
"176",2023-05-11,"Citrine","Intervention_Weekday",120,11:23:36,"Feeder","Standing","Pause",NA,45,15,"Inactive"
"177",2023-05-11,"Citrine","Intervention_Weekday",120,11:23:51,"5","Standing","Eating",NA,0,30,"Active"
"178",2023-05-11,"Citrine","Intervention_Weekday",120,11:24:06,"5","Standing","Pause",NA,15,45,"Inactive"
"179",2023-05-11,"Citrine","Intervention_Weekday",120,11:24:21,"Feeder","Standing","Pause",NA,30,60,"Inactive"
"180",2023-05-11,"Citrine","Intervention_Weekday",120,11:24:36,"Fence","Standing","Locomotion",NA,45,75,"Active"
"181",2023-06-08,"Citrine","Intervention_Weekday",240,10:26:59,"4","Standing","Locomotion",NA,0,0,"Active"
"182",2023-06-08,"Citrine","Intervention_Weekday",240,10:27:14,"Shelf","Out of View","Pause",NA,15,15,"Inactive"
"183",2023-06-08,"Citrine","Intervention_Weekday",240,10:27:29,"Shelf","Sitting","Pause",NA,30,30,"Inactive"
"184",2023-06-08,"Citrine","Intervention_Weekday",240,10:27:44,"Shelf","Sitting","Pause",NA,45,45,"Inactive"
"185",2023-06-08,"Citrine","Intervention_Weekday",240,10:27:59,"Shelf","Sitting","Pause",NA,0,60,"Inactive"
"186",2023-06-08,"Citrine","Intervention_Weekday",240,10:28:14,"Shelf","Sitting","Pause",NA,15,75,"Inactive"
"187",2023-06-08,"Citrine","Intervention_Weekday",240,10:28:29,"Shelf","Sitting","Pause",NA,30,90,"Inactive"
"188",2023-06-08,"Citrine","Intervention_Weekday",240,10:28:44,"Fence","Standing","Pause",NA,45,105,"Inactive"
"189",2023-06-08,"Citrine","Intervention_Weekday",240,10:28:59,"5","Rearing","Locomotion",NA,0,120,"Active"
"190",2023-06-08,"Citrine","Intervention_Weekday",240,10:29:14,"Fence","Standing","Locomotion",NA,15,135,"Active"
"191",2023-06-08,"Citrine","Intervention_Weekday",240,10:29:29,"3","Standing","Locomotion",NA,30,150,"Active"
"192",2023-06-08,"Citrine","Intervention_Weekday",240,10:29:44,"Shelf","Standing","Locomotion",NA,45,165,"Active"
"193",2023-06-08,"Citrine","Intervention_Weekday",240,10:29:59,"6","Standing","Locomotion",NA,0,180,"Active"
"194",2023-06-08,"Citrine","Intervention_Weekday",240,10:30:14,"Shelf","Out of View","Pause",NA,15,195,"Inactive"
"195",2023-06-08,"Citrine","Intervention_Weekday",240,10:30:29,"Shelf","Out of View","Pause",NA,30,210,"Inactive"
"196",2023-06-08,"Citrine","Intervention_Weekday",240,10:30:44,"Shelf","Standing","Locomotion",NA,45,225,"Active"
"197",2023-06-08,"Citrine","Intervention_Weekday",240,10:30:59,"5","Standing","Eating",NA,0,240,"Active"
"198",2023-06-08,"Citrine","Intervention_Weekday",240,10:31:14,"4","Standing","Locomotion",NA,15,0,"Active"
"199",2023-06-08,"Citrine","Intervention_Weekday",240,10:31:29,"Shelf","Standing","Pause",NA,30,15,"Inactive"
"200",2023-06-08,"Citrine","Intervention_Weekday",240,10:31:44,"Shelf","Sitting","Resting",NA,45,30,"Inactive"
"201",2023-06-08,"Citrine","Intervention_Weekday",240,10:31:59,"Shelf","Sitting","Resting",NA,0,45,"Inactive"
"202",2023-06-08,"Citrine","Intervention_Weekday",240,10:32:14,"Shelf","Sitting","Resting",NA,15,60,"Inactive"
"203",2023-06-08,"Citrine","Intervention_Weekday",240,10:32:29,"Shelf","Sitting","Resting",NA,30,75,"Inactive"
"204",2023-06-08,"Citrine","Intervention_Weekday",240,10:32:44,"Shelf","Lying Down","Resting",NA,45,90,"Inactive"
"205",2023-06-08,"Citrine","Intervention_Weekday",240,10:32:59,"Shelf","Lying Down","Resting",NA,0,105,"Inactive"
"206",2023-06-08,"Citrine","Intervention_Weekday",240,10:33:14,"Shelf","Lying Down","Resting",NA,15,120,"Inactive"
"207",2023-06-08,"Citrine","Intervention_Weekday",240,10:33:29,"Shelf","Lying Down","Resting",NA,30,135,"Inactive"
"208",2023-06-08,"Citrine","Intervention_Weekday",240,10:33:44,"Shelf","Lying Down","Resting",NA,45,150,"Inactive"
"209",2023-06-08,"Citrine","Intervention_Weekday",240,10:33:59,"Shelf","Lying Down","Resting",NA,0,165,"Inactive"
"210",2023-06-08,"Citrine","Intervention_Weekday",240,10:34:14,"Shelf","Lying Down","Resting",NA,15,180,"Inactive"
"211",2023-06-08,"Citrine","Intervention_Weekday",240,10:34:29,"Shelf","Lying Down","Resting",NA,30,195,"Inactive"
"212",2023-06-08,"Citrine","Intervention_Weekday",240,10:34:44,"5","Rearing","Pause",NA,45,210,"Inactive"
"213",2023-06-08,"Citrine","Intervention_Weekday",240,10:34:59,"5","Standing","Eating",NA,0,225,"Active"
"214",2023-06-08,"Citrine","Intervention_Weekday",240,10:35:14,"Shelf","Standing","Pause",NA,15,240,"Inactive"
"215",2023-06-08,"Citrine","Intervention_Weekday",240,10:35:29,"Shelf","Standing","Pause",NA,30,0,"Inactive"
"216",2023-06-08,"Citrine","Intervention_Weekday",240,10:35:44,"Shelf","Lying Down","Resting",NA,45,15,"Inactive"
"217",2023-06-08,"Citrine","Intervention_Weekday",240,10:35:59,"Shelf","Lying Down","Resting",NA,0,30,"Inactive"
"218",2023-06-08,"Citrine","Intervention_Weekday",240,10:36:14,"Shelf","Lying Down","Resting",NA,15,45,"Inactive"
"219",2023-06-08,"Citrine","Intervention_Weekday",240,10:36:29,"Shelf","Lying Down","Resting",NA,30,60,"Inactive"
"220",2023-06-08,"Citrine","Intervention_Weekday",240,10:36:44,"Shelf","Lying Down","Resting",NA,45,75,"Inactive"
"221",2023-06-08,"Citrine","Intervention_Weekday",240,10:36:59,"Shelf","Lying Down","Resting",NA,0,90,"Inactive"
"222",2023-06-08,"Citrine","Intervention_Weekday",240,10:37:14,"Shelf","Lying Down","Resting",NA,15,105,"Inactive"
"223",2023-06-08,"Citrine","Intervention_Weekday",240,10:37:29,"Shelf","Lying Down","Resting",NA,30,120,"Inactive"
"224",2023-06-08,"Citrine","Intervention_Weekday",240,10:37:44,"3","Standing","Drinking",NA,45,135,"Active"
"225",2023-06-08,"Citrine","Intervention_Weekday",240,10:37:59,"3","Standing","Drinking",NA,0,150,"Active"
"226",2023-06-08,"Citrine","Intervention_Weekday",240,10:38:14,"3","Standing","Drinking",NA,15,165,"Active"
"227",2023-06-08,"Citrine","Intervention_Weekday",240,10:38:29,"3","Standing","Drinking",NA,30,180,"Active"
